Year,Attribute,Value
1993,Science Fiction,4
1993,Documentary,0
1993,TV Movie,0
1994,Crime,5
1994,Romance,4
1994,Fantasy,6
1994,Drama,16
1994,Western,1
1994,Adventure,6
1994,Comedy,30
1994,Action,20
1994,Horror,3
1994,History,1
1994,Music,0
1994,Mystery,1
1994,Animation,2
1994,Thriller,4
1994,War,0
1994,Family,6
1994,Science Fiction,1
1994,Documentary,1
1994,TV Movie,0
1995,Crime,8
1995,Romance,5
1995,Fantasy,5
1995,Drama,29
1995,Western,1
1995,Adventure,6
1995,Comedy,24
1995,Action,29
1995,Horror,7
1995,History,0
1995,Music,1
1995,Mystery,1
1995,Animation,3
1995,Thriller,10
1995,War,1
1995,Family,4
1995,Science Fiction,4
1995,Documentary,1
1995,TV Movie,0
1996,Crime,11
1996,Romance,5
1996,Fantasy,5
1996,Drama,31
1996,Western,0
1996,Adventure,6
1996,Comedy,43
1996,Action,18
1996,Horror,7
1996,History,1
1996,Music,2
1996,Mystery,1
1996,Animation,2
1996,Thriller,3
1996,War,1
1996,Family,6
1996,Science Fiction,5
1996,Documentary,1
1996,TV Movie,1
1997,Crime,14
1997,Romance,1
1997,Fantasy,1
1997,Drama,43
1997,Western,0
1997,Adventure,13
1997,Comedy,34
1997,Action,25
1997,Horror,8
1997,History,0
1997,Music,0
1997,Mystery,1
1997,Animation,3
1997,Thriller,8
1997,War,2
1997,Family,2
1997,Science Fiction,5
1997,Documentary,0
1997,TV Movie,0
1998,Crime,5
1998,Romance,12
1998,Fantasy,4
1998,Drama,32
1998,Western,0
1998,Adventure,11
1998,Comedy,51
1998,Action,23
1998,Horror,7
1998,History,0
1998,Music,2
1998,Mystery,6
1998,Animation,6
1998,Thriller,4
1998,War,1
1998,Family,3
1998,Science Fiction,6
1998,Documentary,1
1998,TV Movie,0
1999,Crime,8
1999,Romance,9
1999,Fantasy,6
1999,Drama,48
1999,Western,1
1999,Adventure,12
1999,Comedy,47
1999,Action,22
1999,Horror,16
1999,History,0
1999,Music,2
1999,Mystery,4
1999,Animation,7
1999,Thriller,10
1999,War,0
1999,Family,4
1999,Science Fiction,2
1999,Documentary,2
1999,TV Movie,0
2000,Crime,13
2000,Romance,9
2000,Fantasy,4
2000,Drama,45
2000,Western,0
2000,Adventure,11
2000,Comedy,36
2000,Action,22
2000,Horror,8
2000,History,1
2000,Music,0
2000,Mystery,5
2000,Animation,7
2000,Thriller,8
2000,War,2
2000,Family,8
2000,Science Fiction,4
2000,Documentary,1
2000,TV Movie,0
2001,Crime,8
2001,Romance,4
2001,Fantasy,3
2001,Drama,42
2001,Western,1
2001,Adventure,16
2001,Comedy,45
2001,Action,39
2001,Horror,13
2001,History,0
2001,Music,1
2001,Mystery,4
2001,Animation,7
2001,Thriller,9
2001,War,1
2001,Family,2
2001,Science Fiction,3
2001,Documentary,2
2001,TV Movie,0
2002,Crime,16
2002,Romance,8
2002,Fantasy,4
2002,Drama,55
2002,Western,0
2002,Adventure,11
2002,Comedy,50
2002,Action,32
2002,Horror,12
2002,History,0
2002,Music,1
2002,Mystery,2
2002,Animation,5
2002,Thriller,17
2002,War,2
2002,Family,3
2002,Science Fiction,3
2002,Documentary,3
2002,TV Movie,0
2003,Crime,13
2003,Romance,3
2003,Fantasy,5
2003,Drama,41
2003,Western,1
2003,Adventure,16
2003,Comedy,50
2003,Action,40
2003,Horror,15
2003,History,0
2003,Music,2
2003,Mystery,3
2003,Animation,6
2003,Thriller,9
2003,War,3
2003,Family,5
2003,Science Fiction,1
2003,Documentary,4
2003,TV Movie,0
2004,Crime,6
2004,Romance,7
2004,Fantasy,5
2004,Drama,60
2004,Western,1
2004,Adventure,13
2004,Comedy,68
2004,Action,35
2004,Horror,14
2004,History,1
2004,Music,4
2004,Mystery,5
2004,Animation,10
2004,Thriller,10
2004,War,4
2004,Family,5
2004,Science Fiction,3
2004,Documentary,6
2004,TV Movie,0
2005,Crime,12
2005,Romance,7
2005,Fantasy,6
2005,Drama,72
2005,Western,0
2005,Adventure,15
2005,Comedy,65
2005,Action,33
2005,Horror,14
2005,History,2
2005,Music,1
2005,Mystery,4
2005,Animation,3
2005,Thriller,11
2005,War,2
2005,Family,8
2005,Science Fiction,4
2005,Documentary,2
2005,TV Movie,0
2006,Crime,10
2006,Romance,6
2006,Fantasy,12
2006,Drama,80
2006,Western,1
2006,Adventure,19
2006,Comedy,71
2006,Action,38
2006,Horror,23
2006,History,0
2006,Music,3
2006,Mystery,1
2006,Animation,11
2006,Thriller,4
2006,War,2
2006,Family,5
2006,Science Fiction,4
2006,Documentary,5
2006,TV Movie,0
2007,Crime,26
2007,Romance,3
2007,Fantasy,11
2007,Drama,73
2007,Western,1
2007,Adventure,21
2007,Comedy,71
2007,Action,40
2007,Horror,23
2007,History,2
2007,Music,2
2007,Mystery,2
2007,Animation,9
2007,Thriller,13
2007,War,2
2007,Family,10
2007,Science Fiction,5
2007,Documentary,5
2007,TV Movie,0
2008,Crime,3
2008,Romance,7
2008,Fantasy,6
2008,Drama,97
2008,Western,0
2008,Adventure,20
2008,Comedy,66
2008,Action,40
2008,Horror,19
2008,History,2
2008,Music,2
2008,Mystery,1
2008,Animation,11
2008,Thriller,6
2008,War,2
2008,Family,6
2008,Science Fiction,5
2008,Documentary,4
2008,TV Movie,0
2009,Crime,14
2009,Romance,8
2009,Fantasy,5
2009,Drama,81
2009,Western,0
2009,Adventure,23
2009,Comedy,84
2009,Action,44
2009,Horror,20
2009,History,2
2009,Music,4
2009,Mystery,4
2009,Animation,12
2009,Thriller,14
2009,War,1
2009,Family,2
2009,Science Fiction,9
2009,Documentary,3
2009,TV Movie,0
2010,Crime,18
2010,Romance,13
2010,Fantasy,8
2010,Drama,90
2010,Western,0
2010,Adventure,16
2010,Comedy,79
2010,Action,49
2010,Horror,15
2010,History,1
2010,Music,5
2010,Mystery,3
2010,Animation,9
2010,Thriller,8
2010,War,5
2010,Family,9
2010,Science Fiction,5
2010,Documentary,8
2010,TV Movie,0
2011,Crime,8
2011,Romance,4
2011,Fantasy,4
2011,Drama,92
2011,Western,0
2011,Adventure,22
2011,Comedy,72
2011,Action,51
2011,Horror,17
2011,History,2
2011,Music,4
2011,Mystery,3
2011,Animation,14
2011,Thriller,19
2011,War,2
2011,Family,3
2011,Science Fiction,2
2011,Documentary,6
2011,TV Movie,0
2012,Crime,10
2012,Romance,7
2012,Fantasy,5
2012,Drama,66
2012,Western,1
2012,Adventure,15
2012,Comedy,63
2012,Action,57
2012,Horror,22
2012,History,3
2012,Music,4
2012,Mystery,2
2012,Animation,13
2012,Thriller,21
2012,War,1
2012,Family,6
2012,Science Fiction,5
2012,Documentary,7
2012,TV Movie,0
2013,Crime,11
2013,Romance,16
2013,Fantasy,11
2013,Drama,84
2013,Western,0
2013,Adventure,13
2013,Comedy,68
2013,Action,51
2013,Horror,25
2013,History,2
2013,Music,4
2013,Mystery,1
2013,Animation,18
2013,Thriller,18
2013,War,2
2013,Family,1
2013,Science Fiction,11
2013,Documentary,7
2013,TV Movie,0
2014,Crime,15
2014,Romance,15
2014,Fantasy,5
2014,Drama,83
2014,Western,1
2014,Adventure,9
2014,Comedy,63
2014,Action,49
2014,Horror,18
2014,History,3
2014,Music,3
2014,Mystery,3
2014,Animation,17
2014,Thriller,28
2014,War,5
2014,Family,7
2014,Science Fiction,8
2014,Documentary,1
2014,TV Movie,0
2015,Crime,11
2015,Romance,18
2015,Fantasy,8
2015,Drama,89
2015,Western,3
2015,Adventure,14
2015,Comedy,62
2015,Action,49
2015,Horror,18
2015,History,3
2015,Music,2
2015,Mystery,1
2015,Animation,9
2015,Thriller,22
2015,War,2
2015,Family,4
2015,Science Fiction,7
2015,Documentary,5
2015,TV Movie,0
2016,Crime,8
2016,Romance,16
2016,Fantasy,5
2016,Drama,90
2016,Western,2
2016,Adventure,23
2016,Comedy,59
2016,Action,82
2016,Horror,18
2016,History,5
2016,Music,1
2016,Mystery,5
2016,Animation,10
2016,Thriller,23
2016,War,4
2016,Family,9
2016,Science Fiction,2
2016,Documentary,10
2016,TV Movie,0
2017,Crime,10
2017,Romance,14
2017,Fantasy,6
2017,Drama,93
2017,Western,3
2017,Adventure,17
2017,Comedy,61
2017,Action,74
2017,Horror,19
2017,History,3
2017,Music,2
2017,Mystery,5
2017,Animation,12
2017,Thriller,10
2017,War,8
2017,Family,10
2017,Science Fiction,9
2017,Documentary,9
2017,TV Movie,0
2018,Crime,17
2018,Romance,8
2018,Fantasy,8
2018,Drama,63
2018,Western,0
2018,Adventure,17
2018,Comedy,47
2018,Action,76
2018,Horror,22
2018,History,3
2018,Music,5
2018,Mystery,4
2018,Animation,13
2018,Thriller,19
2018,War,5
2018,Family,6
2018,Science Fiction,12
2018,Documentary,2
2018,TV Movie,0
2019,Crime,8
2019,Romance,10
2019,Fantasy,5
2019,Drama,58
2019,Western,2
2019,Adventure,10
2019,Comedy,43
2019,Action,40
2019,Horror,20
2019,History,5
2019,Music,2
2019,Mystery,1
2019,Animation,8
2019,Thriller,13
2019,War,5
2019,Family,12
2019,Science Fiction,8
2019,Documentary,8
2019,TV Movie,0
2020,Crime,3
2020,Romance,4
2020,Fantasy,1
2020,Drama,15
2020,Western,0
2020,Adventure,3
2020,Comedy,30
2020,Action,18
2020,Horror,14
2020,History,1
2020,Music,4
2020,Mystery,0
2020,Animation,9
2020,Thriller,6
2020,War,3
2020,Family,5
2020,Science Fiction,4
2020,Documentary,2
2020,TV Movie,0
2021,Crime,9
2021,Romance,3
2021,Fantasy,4
2021,Drama,39
2021,Western,0
2021,Adventure,3
2021,Comedy,12
2021,Action,33
2021,Horror,12
2021,History,2
2021,Music,1
2021,Mystery,6
2021,Animation,11
2021,Thriller,6
2021,War,1
2021,Family,6
2021,Science Fiction,8
2021,Documentary,3
2021,TV Movie,0
2022,Crime,6
2022,Romance,2
2022,Fantasy,4
2022,Drama,29
2022,Western,0
2022,Adventure,1
2022,Comedy,19
2022,Action,31
2022,Horror,21
2022,History,0
2022,Music,1
2022,Mystery,4
2022,Animation,12
2022,Thriller,10
2022,War,3
2022,Family,4
2022,Science Fiction,7
2022,Documentary,1
2022,TV Movie,0
2023,Crime,2
2023,Romance,3
2023,Fantasy,2
2023,Drama,13
2023,Western,0
2023,Adventure,3
2023,Comedy,19
2023,Action,22
2023,Horror,13
2023,History,0
2023,Music,0
2023,Mystery,4
2023,Animation,11
2023,Thriller,6
2023,War,1
2023,Family,1
2023,Science Fiction,3
2023,Documentary,2
2023,TV Movie,0
